n,tiempo[ns]
1,1.95359e+07
2,3.11679e+07
3,2.55116e+07
4,2.61325e+07
5,2.55007e+07
6,2.61448e+07
7,2.63363e+07
8,2.56209e+07
9,2.46664e+07
10,2.51536e+07
11,2.67511e+07
12,2.50808e+07
13,2.59712e+07
14,2.66075e+07
15,2.71991e+07
16,2.64675e+07
17,2.55575e+07
18,2.60773e+07
19,2.70944e+07
20,2.79171e+07
21,2.65371e+07
22,2.23215e+07
23,2.23642e+07
24,2.28539e+07
25,2.22393e+07
26,2.26064e+07
27,2.23052e+07
28,2.2474e+07
29,2.2073e+07
30,2.22538e+07
31,2.24411e+07
32,2.21816e+07
