n,tiempo[ns]
1,2.01282e+07
2,2.93378e+07
3,1.87225e+07
4,2.01932e+07
5,1.92841e+07
6,1.94433e+07
7,1.86601e+07
8,1.80758e+07
9,1.80803e+07
10,1.90867e+07
11,1.99394e+07
12,1.85225e+07
13,1.98174e+07
14,2.03407e+07
15,1.94214e+07
16,2.04756e+07
17,2.11283e+07
18,2.1305e+07
19,2.12645e+07
20,2.2771e+07
21,2.27606e+07
22,2.30083e+07
23,2.32197e+07
24,2.25117e+07
25,2.19329e+07
26,2.20938e+07
27,2.24434e+07
28,2.27763e+07
29,2.21854e+07
30,2.24518e+07
31,2.25914e+07
32,2.25767e+07
